Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (_muJ/K),Addenda HC Err (_muJ/K),Total HC (_muJ/K),Total HC Err (_muJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (_muJ/K)
41101296.39,,5905,,39.8092,0.065,0.0000091,39.946076,0.7945684,104.28301,0.3565,433.64649,1.424,1200.2878,2.621,0.50618413,30.576226,0.62485502,91.259886,420.95197,0.5012,1,,,,0.000040822636,57.886574,1595.689,2.6105947,0
41101506.34,,5905,,39.8077,0.065,0.0000091,39.985793,0.83725803,103.99579,0.314,434.29136,1.425,1198.8211,2.309,1.409519,30.00053,0.60641177,91.366174,421.77633,0.4436,1,,,,0.000041528711,61.152451,1598.8637,2.6008184,0
41101711.06,,5905,,39.8077,0.065,0.0000091,39.982835,0.82703301,103.99722,0.3245,434.27358,1.425,1198.8138,2.386,0.94056858,29.938268,0.60510845,91.366652,421.74311,0.4584,1,,,,0.000041614791,60.001061,1598.6271,2.6010466,0
41102261.91,,5905,,41.3317,0.065,0.0000092,41.485322,0.82415157,110.55855,0.3554,461.44144,1.462,1274.2176,2.613,0.75187773,31.478497,0.64638801,91.228895,428.32062,0.4825,1,,,,0.000042096996,59.876535,1721.032,2.665004,0
41102476.48,,5905,,41.3324,0.065,0.0000091,41.521912,0.86640738,110.3471,0.3292,462.07632,1.463,1273.298,2.42,1.2295965,30.997858,0.63021497,91.324205,428.98658,0.4483,1,,,,0.00004269511,62.956995,1724.0692,2.6575631,0
41102719.08,,5905,,41.3322,0.065,0.0000091,41.517158,0.85903924,110.33647,0.3217,462.00663,1.463,1273.1502,2.365,7.6075215,31.024476,0.63096489,91.321209,428.95196,0.4381,1,,,,0.000042654215,61.995717,1723.6744,2.6576114,0
41103282.02,,5905,,42.9115,0.065,0.0000091,43.070502,0.85594398,117.08008,0.3716,490.65603,1.481,1351.3756,2.732,0.61325244,32.55484,0.67310782,91.180673,435.80256,0.4877,1,,,,0.000043175327,62.048952,1855.0681,2.7183357,0
41103536.38,,5905,,42.9135,0.065,0.0000091,43.106868,0.89985143,116.83584,0.3274,491.30413,1.481,1350.2281,2.407,12.939759,32.079772,0.657614,91.26498,436.49234,0.4311,1,,,,0.000043755362,65.109679,1858.2021,2.7103765,0
41103785.86,,5905,,42.9124,0.065,0.0000091,43.105771,0.89158736,116.76412,0.3313,491.29155,1.481,1349.6883,2.436,6.9908888,31.988247,0.6552096,91.273604,436.57589,0.4367,1,,,,0.00004386046,64.159545,1858.1075,2.7087815,0
41104366.2,,5905,,44.5474,0.065,0.0000091,44.720174,0.88710246,123.82903,0.3993,521.75871,1.49,1432.0935,2.936,0.42543252,33.638676,0.70104328,91.126966,443.59666,0.5076,1,,,,0.000044284951,63.976494,1999.894,2.7689747,0
41104593.42,,5905,,44.5591,0.065,0.0000091,44.762566,0.93222818,123.52177,0.3484,522.52944,1.491,1430.6053,2.561,1.0566804,33.005737,0.68089393,91.226985,444.40946,0.4447,1,,,,0.000045060373,67.277352,2003.6873,2.7594881,0
41104850.06,,5905,,44.5579,0.065,0.0000091,44.759081,0.92259934,123.49831,0.3401,522.4748,1.491,1430.3782,2.5,5.6417713,33.02216,0.68035343,91.238427,444.40486,0.4342,1,,,,0.000045028205,66.011474,2003.3753,2.7591788,0
41105475.23,,5905,,46.2589,0.065,0.0000091,46.446996,0.91843941,130.88887,0.401,555.18377,1.502,1517.4192,2.948,0.48974092,34.732506,0.73031492,91.067602,451.70166,0.4945,1,,,,0.000045450429,66.04432,2157.3235,2.8180265,0
41105707.92,,5905,,46.2587,0.065,0.0000091,46.492228,0.96639306,130.448,0.3577,556.03108,1.503,1515.0255,2.63,1.1000418,33.996987,0.70543806,91.19768,452.68791,0.4435,1,,,,0.000046324912,69.465012,2161.5273,2.8058023,0
41105971.92,,5905,,46.2588,0.065,0.000009,46.483808,0.95530368,130.40098,0.3498,555.87619,1.503,1514.5249,2.572,3.849323,34.023928,0.70675943,91.188511,452.66432,0.4338,1,,,,0.000046274885,67.993975,2160.7444,2.805299,0
41106611.95,,5905,,48.0249,0.065,0.0000091,48.226046,0.9509752,138.03611,0.4206,590.74663,1.523,1605.5254,3.092,0.42019077,35.845264,0.76120315,91.005468,460.12898,0.5046,1,,,,0.000046598901,68.047857,2325.7515,2.862273,0
41106889.16,,5905,,48.023,0.065,0.0000091,48.27058,1.0027575,137.51777,0.3495,591.5852,1.524,1602.5534,2.57,6.1324715,35.122893,0.73717929,91.123485,461.17896,0.4218,1,,,,0.000047435312,71.690528,2330.0489,2.8488941,0
41107162.42,,5905,,48.03,0.065,0.0000091,48.265563,0.99060633,137.51611,0.3569,591.52368,1.524,1602.4796,2.624,5.2044407,35.113626,0.73664238,91.127305,461.13305,0.4306,1,,,,0.000047444896,70.245786,2329.5646,2.8491557,0
41107816.48,,5905,,49.8664,0.065,0.0000091,50.079006,0.98428346,145.6086,0.4438,629.26785,1.556,1699.7161,3.263,0.35788893,37.000015,0.79449283,90.934212,468.65932,0.5182,1,,,,0.000047796248,70.227253,2507.9068,2.9075778,0
41108102.17,,5905,,49.8671,0.065,0.0000092,50.132518,1.0395038,145.12996,0.3584,630.34558,1.557,1697.2751,2.635,22.118023,36.32958,0.77244686,91.035997,469.72173,0.4207,1,,,,0.000048577723,74.00003,2513.2694,2.8949265,0
41108383.72,,5905,,49.8658,0.065,0.0000091,50.129205,1.0278736,144.99748,0.3644,630.27133,1.556,1696.2269,2.679,4.3452973,36.179627,0.76725908,91.061207,469.84652,0.4282,1,,,,0.000048741962,72.65916,2512.9372,2.8924751,0
41109051.8,,5905,,51.7755,0.065,0.0000091,51.990874,1.0174765,153.53969,0.4683,670.80134,1.601,1799.5554,3.443,0.31375193,38.200291,0.83150122,90.842582,477.22489,0.5324,1,,,,0.000049020034,72.359254,2703.051,2.9532046,0
41109344.77,,5905,,51.773,0.065,0.0000091,52.047986,1.0761159,152.95216,0.3717,672.00464,1.603,1796.4394,2.733,16.751639,37.426128,0.80481158,90.967328,478.42061,0.4252,1,,,,0.000049909605,76.400582,2708.9928,2.9386759,0
41109631.83,,5905,,51.7698,0.065,0.0000091,52.046702,1.0629966,152.79681,0.375,671.96901,1.603,1795.2617,2.757,5.422542,37.280037,0.80044327,90.983611,478.58688,0.4295,1,,,,0.000050067093,74.852256,2708.8592,2.9357635,0
41110355.89,,5905,,53.7541,0.065,0.0000091,53.986915,1.0503237,161.57195,0.4558,715.76007,1.651,1903.5636,3.35,0.43977267,39.149379,0.8606224,90.791912,486.334,0.5062,1,,,,0.000050588108,74.560074,2914.587,2.9927983,0
41110616.55,,5905,,53.7549,0.065,0.0000091,54.040846,1.1081472,160.9804,0.4008,716.92871,1.653,1900.3835,2.947,0.9705456,38.414552,0.83533162,90.904642,487.48005,0.4476,1,,,,0.00005143436,78.298758,2920.413,2.9788653,0
41110912.89,,5905,,53.7557,0.065,0.0000091,54.037436,1.0968086,160.90234,0.3873,716.85925,1.653,1899.7401,2.847,3.9376279,38.402917,0.83468088,90.909966,487.53663,0.4328,1,,,,0.000051430664,76.829104,2920.0445,2.9776087,0
41111656.89,,5905,,55.8108,0.065,0.0000091,56.055233,1.0875835,169.77523,0.4752,763.5296,1.69,2011.64,3.493,0.36774091,40.347612,0.90064767,90.69385,495.76701,0.5157,1,,,,0.00005187393,76.805833,3142.1891,3.0287134,0
41111964.78,,5905,,55.8101,0.065,0.0000091,56.11081,1.1477875,169.12499,0.3912,764.80578,1.691,2008.1359,2.876,11.361516,39.608343,0.87536543,90.799774,496.96893,0.4277,1,,,,0.000052715415,80.695223,3148.423,3.014125,0
41112268.06,,5905,,55.81,0.065,0.0000091,56.109974,1.1353647,169.04517,0.3977,764.78541,1.691,2007.5286,2.924,3.318188,39.518899,0.87186043,90.816824,497.04896,0.4351,1,,,,0.000052813857,79.216685,3148.3292,3.0127471,0
41113026.3,,5905,,57.9446,0.065,0.000009,58.195325,1.1248673,178.14149,0.5005,813.88862,1.705,2123.5039,3.679,0.31397683,41.61426,0.94558413,90.572932,505.50471,0.5335,1,,,,0.000053097282,79.037798,3386.6958,3.0610962,0
41113302.98,,5905,,57.9468,0.065,0.0000091,58.258003,1.1891465,177.39018,0.4204,815.3149,1.705,2119.4069,3.091,0.80361615,40.718275,0.91407546,90.700659,506.85428,0.451,1,,,,0.000054119276,83.228521,3393.9949,3.0449067,0
41113615.88,,5905,,57.9462,0.065,0.0000091,58.253915,1.1744495,177.29728,0.4037,815.25783,1.705,2118.6669,2.967,3.6666413,40.685778,0.91219826,90.713354,506.91855,0.4333,1,,,,0.000054139688,81.436549,3393.5186,3.0435256,0
41114393.27,,5905,,60.1661,0.065,0.0000091,60.424242,1.1640228,186.84359,0.5241,867.68545,1.707,2241.2746,3.853,0.26845563,42.840235,0.9902683,90.457042,515.48595,0.5485,1,,,,0.000054441179,81.371556,3651.089,3.0921958,0
41114718.56,,5905,,60.1612,0.065,0.0000091,60.489454,1.2316997,185.91513,0.3997,869.23192,1.707,2235.9955,2.938,19.080169,41.978207,0.96032266,90.571701,517.01941,0.4213,1,,,,0.000055387837,85.680471,3658.974,3.0735131,0
41115039.08,,5905,,60.163,0.065,0.0000091,60.487325,1.2167207,185.80482,0.4101,869.2102,1.707,2235.1628,3.015,3.0272595,41.836873,0.95278665,90.614835,517.11768,0.4326,1,,,,0.000055542328,83.956415,3658.7165,3.0717976,0
41115836.06,,5905,,62.4634,0.065,0.0000091,62.735242,1.2028649,195.74325,0.5429,925.53945,1.714,2364.5549,3.991,0.24919256,44.092641,1.0391149,90.322429,525.77465,0.5586,1,,,,0.000055808549,83.673746,3935.7106,3.1201482,0
41116169.97,,5905,,62.4628,0.065,0.0000091,62.80501,1.2748782,194.71098,0.4059,927.27779,1.715,2358.7044,2.984,18.139556,43.180874,1.0077115,90.433581,527.42784,0.4209,1,,,,0.000056804859,88.185282,3944.4693,3.100246,0
41116499.61,,5905,,62.4626,0.065,0.0000091,62.801698,1.2591431,194.57693,0.4136,927.17657,1.715,2357.6177,3.041,2.9557356,43.036843,1.0001591,90.474247,527.53926,0.4293,1,,,,0.000056957202,86.361748,3944.0533,3.0982749,0
41117312.83,,5905,,64.8553,0.065,0.0000091,65.13752,1.2438857,204.97075,0.5771,988.41134,1.741,2495.2631,4.243,0.21143654,45.409401,1.095179,90.152496,536.29398,0.5845,1,,,,0.000057195635,86.073686,4242.8965,3.1467386,0
41117612.2,,5905,,64.8552,0.065,0.0000091,65.213351,1.3188723,203.80153,0.4458,990.33243,1.742,2488.5886,3.277,0.70663323,44.308141,1.0542034,90.302207,538.10982,0.4552,1,,,,0.000058407262,90.818803,4252.7811,3.1251503,0
41117948.56,,5905,,64.8464,0.065,0.0000091,65.209459,1.3004978,203.66358,0.4225,990.2636,1.742,2487.5057,3.106,3.0691967,44.269924,1.05249,90.31099,538.35323,0.5662,1,,,,0.000058428866,88.616282,4252.2735,3.1232215,0
41118826.78,,5905,,67.3332,0.065,0.000009,67.645946,1.2834191,214.59462,0.5541,1056.971,1.777,2634.573,4.073,0.2735324,46.509973,1.1457568,90.00094,547.07257,0.5529,1,,,,0.000058961302,88.539848,4575.974,3.1723204,0
41119178.84,,5905,,67.333,0.065,0.0000091,67.716266,1.3605365,213.39379,0.4244,1058.9082,1.778,2627.6824,3.12,10.023832,45.648298,1.1160358,90.093498,548.84642,0.4268,1,,,,0.000059878574,93.019946,4585.4926,3.1512929,0
41119523.88,,5905,,67.3325,0.065,0.0000091,67.714163,1.3456962,213.24228,0.4345,1058.8873,1.778,2626.5476,3.194,2.5321317,45.5085,1.1090412,90.126365,548.98199,0.4373,1,,,,0.000060026543,91.296597,4585.2079,3.1491532,0
41120422.91,,5905,,69.9094,0.065,0.0000091,70.230829,1.3234822,225.0698,0.5723,1130.8454,1.804,2785.4563,4.207,0.27312565,47.837823,1.2120214,89.77367,557.40239,0.5615,1,,,,0.000060630914,91.017,4932.3693,3.2047152,0
41120784.55,,5905,,69.9091,0.065,0.0000091,70.304634,1.4050273,223.6178,0.4351,1132.9285,1.804,2776.8649,3.198,10.336662,46.945643,1.1810753,89.864315,559.42154,0.4306,1,,,,0.000061551724,95.675646,4942.7415,3.1806979,0
41121140.2,,5905,,69.9088,0.065,0.0000091,70.304543,1.3891563,223.39093,0.444,1132.9577,1.804,2775.2263,3.264,2.3642804,46.774727,1.1721155,89.906056,559.64573,0.4399,1,,,,0.000061726845,93.891286,4942.7287,3.1774751,0
41122061.7,,5905,,72.5798,0.065,0.0000092,72.90286,1.3647927,236.2549,0.6035,1210.2824,1.813,2947.1211,4.437,0.24189559,49.258021,1.2935975,89.458699,567.51279,0.5817,1,,,,0.00006234776,93.549453,5314.827,3.2406808,0
41122432.66,,5905,,72.5858,0.065,0.0000091,72.982997,1.4509925,234.36603,0.4455,1212.6983,1.813,2935.6509,3.275,13.980882,48.292982,1.2604424,89.546746,569.97029,0.434,1,,,,0.000063300973,98.516043,5326.5178,3.2112415,0
41122796.8,,5905,,72.5801,0.065,0.0000091,72.979939,1.4340656,234.25253,0.4573,1212.6339,1.813,2934.752,3.362,1.9314691,48.137183,1.24991,89.600245,570.05712,0.4457,1,,,,0.000063470743,96.585965,5326.0715,3.2098208,0
41123738.98,,5905,,75.3604,0.065,0.0000092,75.703355,1.4054807,248.27123,0.6459,1296.3984,1.81,3121.5756,4.749,0.22589354,50.751023,1.3983209,89.003634,577.60087,0.6115,1,,,,0.000064182507,96.274366,5730.9979,3.2795274,0
41124122.11,,5905,,75.3603,0.065,0.0000091,75.788847,1.4999848,245.6662,0.4654,1299.022,1.81,3105.0483,3.421,10.548833,49.754113,1.3661723,89.0716,580.74026,0.4465,1,,,,0.000065074633,101.50205,5743.9494,3.2414558,0
41124496.11,,5905,,75.3605,0.065,0.0000091,75.787856,1.4822074,245.42859,0.4713,1299.0103,1.81,3103.2897,3.465,2.0371291,49.541662,1.3519304,89.13965,580.96098,0.4526,1,,,,0.000065295342,99.508226,5743.7992,3.238363,0
41125464.56,,5905,,78.2426,0.065,0.0000091,78.607618,1.4457871,261.76085,0.6975,1388.044,1.804,3312.3908,5.128,0.23917958,52.383158,1.5510422,88.247922,586.86796,0.6464,1,,,,0.00006616689,99.083325,6179.1576,3.3299679,0
41125859.06,,5905,,78.2376,0.065,0.0000091,78.702254,1.5508687,257.49238,0.5006,1391.0517,1.804,3284.0186,3.68,13.406078,51.292223,1.522233,88.270697,591.57711,0.4732,1,,,,0.000066942918,104.76632,6194.0447,3.2717281,0
41126244.09,,5905,,78.2437,0.065,0.000009,78.700633,1.5321044,257.32527,0.5001,1391.019,1.804,3282.7575,3.677,2.4610468,51.124083,1.5028759,88.380026,591.72312,0.4731,1,,,,0.000067103977,102.58445,6193.7897,3.2696722,0
41127239.77,,5905,,81.2396,0.065,0.0000091,81.634366,1.4778025,278.46683,0.7609,1486.2374,1.803,3533.399,5.594,0.30317402,54.202369,1.802024,86.870029,593.90588,0.6841,1,,,,0.000068616354,102.24817,6664.1697,3.411147,0
41127592.7,,5905,,81.2357,0.065,0.0000091,81.738965,1.5992626,270.146,0.6446,1489.6381,1.803,3475.6287,4.739,0.80154265,52.826064,1.7817866,86.783532,602.2938,0.6,1,,,,0.000069185655,108.40474,6681.2583,3.3049843,0
41127991.08,,5905,,81.2337,0.065,0.0000091,81.736995,1.5781286,269.98339,0.5545,1489.6578,1.803,3474.453,4.076,4.1702638,52.791205,1.752635,86.985911,602.43089,0.5165,1,,,,0.000069144401,105.65213,6680.9364,3.3030746,0
41129011.06,,5905,,84.3404,0.065,0.0000091,84.719463,1.4843628,302.2471,0.9059,1590.0038,1.814,3811.9871,6.66,0.33768039,56.268588,2.2271824,84.3989,595.10477,0.7732,1,,,,0.000072188464,105.58241,7177.3874,3.5676229,0
41129433.2,,5905,,84.3392,0.065,0.0000091,84.84672,1.6475677,282.58772,0.7912,1594.4293,1.815,3671.8858,5.817,24.602303,54.741424,2.2492395,84.097994,613.45089,0.7275,1,,,,0.000071322384,112.53718,7198.9658,3.3305674,0
41129844.67,,5905,,84.3432,0.065,0.0000091,84.84517,1.6263747,281.88342,0.6723,1594.3972,1.815,3666.676,4.942,3.1853842,54.438587,2.1543863,84.669498,614.08915,0.62,1,,,,0.000071420329,109.48285,7198.7028,3.3223273,0
41130890.94,,5905,,87.5687,0.065,0.0000091,88.031672,1.5437308,313.32697,0.9809,1706.345,1.844,4009.7825,7.211,0.25866357,57.311853,2.3448341,84.031276,608.71683,0.8371,1,,,,0.000074551774,108.87717,7749.5753,3.5592528,0
41131321.5,,5905,,87.571,0.065,0.0000091,88.154386,1.7065472,291.46886,0.7312,1710.9007,1.846,3853.6473,5.375,25.273809,55.846229,2.3950968,83.572891,629.01036,0.6755,1,,,,0.000073398503,114.62371,7771.1958,3.3063455,0
41131741.78,,5905,,87.5537,0.065,0.0000091,88.153551,1.682883,290.56787,0.6945,1710.9015,1.846,3847.0245,5.106,8.0582208,55.474079,2.3378283,83.855744,629.83935,0.6439,1,,,,0.000073657486,111.69246,7771.0485,3.2961561,0
41132808.2,,5905,,90.9173,0.065,0.0000091,91.459621,1.6530475,306.41479,0.8981,1832.3011,1.891,4084.9235,6.602,0.28705425,58.20103,2.4514089,83.913934,638.63207,0.8155,1,,,,0.000074469303,110.94816,8364.8623,3.3502741,0
41133243.59,,5905,,90.9163,0.065,0.0000091,91.561884,1.768211,302.15161,0.6651,1836.0973,1.892,4057.3786,4.889,13.170139,56.933156,2.4009479,83.944642,643.25703,0.614,1,,,,0.000075542114,116.40206,8383.5786,3.2999715,0
41133669.23,,5905,,90.9216,0.065,0.0000091,91.557867,1.7451278,301.98893,0.6844,1835.9677,1.892,4056.0531,5.031,3.6327996,56.790682,2.3899426,83.977936,643.37921,0.6321,1,,,,0.000075694045,113.86631,8382.8431,3.2983395,0
41134754.92,,5905,,94.4004,0.065,0.0000091,94.99438,1.7221966,316.24405,0.8846,1966.5299,1.942,4291.4125,6.503,0.30086897,59.425698,2.5227947,83.910109,654.18481,0.8068,1,,,,0.000076470177,113.58136,9023.9323,3.3290817,0
41135197.89,,5905,,94.398,0.065,0.0000091,95.098335,1.8345288,313.94506,0.6426,1970.4787,1.944,4278.4601,4.724,13.198664,58.179048,2.4535834,84.036482,657.01088,0.5915,1,,,,0.000077794461,118.8514,9043.6933,3.3012677,0
41135634.67,,5905,,94.398,0.065,0.0000091,95.094593,1.8107904,313.5866,0.6678,1970.425,1.944,4275.7712,4.91,3.481766,57.948189,2.4424807,84.047967,657.31552,0.6154,1,,,,0.000078047131,116.3581,9042.9816,3.2976281,0
41136738.67,,5905,,98.0079,0.065,0.0000091,98.644512,1.786603,327.78176,0.8986,2108.9622,1.987,4518.6647,6.606,0.25631955,60.590042,2.5794848,83.958365,668.58574,0.8193,1,,,,0.00007882089,115.89638,9730.7397,3.3228586,0
41137191.34,,5905,,98.0095,0.065,0.0000092,98.750327,1.9024266,325.59746,0.6212,2113.0893,1.988,4506.7339,4.567,10.08391,59.349512,2.5054458,84.107103,671.30658,0.5712,1,,,,0.000080172029,121.18008,9751.6271,3.2971785,0
41137633.75,,5905,,98.0078,0.065,0.0000091,98.748336,1.8790228,325.26709,0.6547,2113.0233,1.988,4504.2391,4.813,2.0971064,59.127328,2.4933511,84.125817,671.59732,0.6027,1,,,,0.000080418643,118.69902,9751.2339,3.2938995,0
41138762.72,,5905,,101.757,0.065,0.0000091,102.42292,1.8593718,337.45979,0.8926,2259.8229,2.021,4740.6739,6.562,0.2211852,61.573202,2.6259321,84.025957,685.15912,0.8196,1,,,,0.00008118964,118.25466,10490.455,3.2947682,0
41139221.17,,5905,,101.762,0.065,0.0000092,102.52749,1.9743892,334.72933,0.6006,2263.9414,2.022,4724.7194,4.415,8.7119745,60.16704,2.5417691,84.188795,688.3826,0.557,1,,,,0.000082713571,123.1464,10511.887,3.2647764,0
41139670.55,,5905,,101.758,0.065,0.0000092,102.5232,1.9470209,334.64795,0.638,2263.8629,2.022,4724.0426,4.691,1.8179084,60.009988,2.53204,84.207392,688.42931,0.5918,1,,,,0.000082911207,120.33408,10511.006,3.2641194,0
41140812.61,,5905,,105.648,0.065,0.0000091,106.34229,1.9299989,345.69371,0.9183,2419.4663,2.05,4960.8494,6.751,0.1745174,62.381759,2.667896,84.071742,703.61546,0.8537,1,,,,0.000083664404,120.01998,11308.682,3.2507643,0
41141276.77,,5905,,105.65,0.065,0.0000091,106.45212,2.0470924,343.64372,0.5837,2423.9892,2.05,4950.3016,4.291,7.3450091,61.083338,2.5862898,84.234496,706.25854,0.5469,1,,,,0.000085176114,124.76352,11332.054,3.2281528,0
41141732.42,,5905,,105.651,0.065,0.0000092,106.44646,2.022377,343.04361,0.6227,2423.7588,2.05,4945.6595,4.578,1.5782472,60.832663,2.5696655,84.271783,706.78422,0.5844,1,,,,0.000085428077,122.16668,11330.85,3.2226867,0
41142890.03,,5905,,109.694,0.065,0.0000091,110.41154,2.0010546,354.77682,0.9174,2588.3027,2.075,5196.4606,6.744,0.16844607,63.237817,2.70765,84.122075,721.87772,0.8621,1,,,,0.00008626441,121.66533,12190.708,3.2132222,0
41143362.56,,5905,,109.693,0.065,0.0000092,110.52529,2.1244185,352.25804,0.5632,2592.981,2.075,5182.622,4.14,5.856057,61.901057,2.6166282,84.323545,725.00265,0.5339,1,,,,0.000087790783,126.47563,12215.84,3.187126,0
41143822.58,,5905,,109.692,0.065,0.0000091,110.52163,2.0966705,352.07282,0.6154,2592.9212,2.075,5181.2006,4.524,1.068245,61.694631,2.6025669,84.354161,725.1544,0.5837,1,,,,0.000088048463,123.80211,12215.03,3.1855559,0
41144999.69,,5905,,113.89,0.065,0.0000091,114.63536,2.0774803,363.93164,0.9511,2766.4388,2.105,5441.8988,6.992,0.14143,64.083077,2.7358703,84.217513,740.66662,0.9039,1,,,,0.000088946088,123.38926,13141.266,3.1746891,0
41145477.13,,5905,,113.888,0.065,0.000009,114.75066,2.2022487,361.78596,0.5472,2771.2481,2.106,5430.934,4.023,5.5662925,62.74956,2.6377824,84.451183,743.4617,0.5241,1,,,,0.000090546957,128.16615,13167.713,3.1528008,0
41145944.53,,5905,,113.888,0.065,0.0000091,114.74764,2.1752408,361.10144,0.5802,2771.2191,2.106,5425.8728,4.265,1.6671473,62.508668,2.6242686,84.471705,744.09884,0.5566,1,,,,0.000090796972,125.49912,13167.022,3.1469181,0
41147133.59,,5905,,118.244,0.065,0.0000091,119.01873,2.1518947,374.68993,0.9611,2954.278,2.15,5708.8281,7.066,0.12566507,65.032757,2.7638277,84.318589,758.51606,0.9206,1,,,,0.000091761467,125.01734,14165.457,3.1481595,0
41147617.72,,5905,,118.245,0.065,0.0000091,119.141,2.282751,372.24008,0.544,2959.5594,2.152,5696.0993,3.999,2.9088389,63.597069,2.655928,84.577132,761.65507,0.5253,1,,,,0.000093506937,130.06551,14194.577,3.124366,0
41148090.67,,5905,,118.245,0.065,0.0000091,119.13441,2.2533774,371.99471,0.5842,2959.2835,2.152,5694.0195,4.295,1.0095403,63.436483,2.6451393,84.599562,761.85019,0.5645,1,,,,0.000093700011,127.19414,14193.008,3.1224791,0
41149296.31,,5905,,122.769,0.065,0.0000091,123.57056,2.2288607,385.89997,0.9887,3152.3036,2.217,5989.2648,7.268,0.1155424,65.864811,2.77194,84.482642,776.52947,0.9542,1,,,,0.000094852158,126.87297,15269.683,3.1229119,0
41149783.97,,5905,,122.77,0.065,0.0000091,123.69731,2.3647427,383.82934,0.5266,3157.7963,2.219,5979.5352,3.871,4.7805328,64.567553,2.6735888,84.717037,779.33452,0.5118,1,,,,0.000096497129,131.72962,15301.024,3.1029725,0
41150262.45,,5905,,122.768,0.065,0.0000091,123.69089,2.3362006,383.37216,0.5971,3157.5033,2.219,5975.8812,4.39,0.62573374,64.30215,2.6481208,84.794366,779.73901,0.581,1,,,,0.00009680742,129.13511,15299.436,3.0994374,0
41151483.92,,5905,,127.463,0.065,0.0000091,128.29842,2.3096562,397.89505,1.034,3360.5194,2.293,6285.663,7.604,0.096083307,66.773239,2.7795666,84.650485,794.38864,1.005,1,,,,0.000097998547,128.6043,16460.485,3.1013246,0
41151978.86,,5905,,127.465,0.065,0.0000091,128.42811,2.4493645,395.49317,0.5188,3366.1728,2.295,6273.6589,3.814,4.5747709,65.325457,2.669229,84.912756,797.53811,0.508,1,,,,0.000099864557,133.54648,16493.78,3.0794906,0
41152464.77,,5905,,127.463,0.065,0.0000091,128.42052,2.4171291,395.42549,0.5913,3365.9394,2.295,6272.9279,4.347,0.65325777,65.156917,2.6508848,84.972708,797.5573,0.579,1,,,,0.00010009209,130.65091,16491.83,3.0791456,0
41153705,,5905,,132.34,0.065,0.000009,133.20849,2.3926832,410.1253,1.041,3578.9457,2.363,6594.0005,7.651,0.091110194,67.553796,2.7731508,84.848862,812.62053,1.019,1,,,,0.00010141756,130.31383,17744.501,3.0788225,0
41154207.13,,5905,,132.338,0.065,0.0000091,133.34125,2.5343821,407.91773,0.5188,3584.8897,2.365,6583.7154,3.814,2.8378181,66.145429,2.6583052,85.141517,815.60233,0.5114,1,,,,0.00010329462,135.10759,17779.888,3.0592014,0
41154697.55,,5905,,132.337,0.065,0.0000091,133.33476,2.5034985,407.6816,0.5987,3584.6018,2.364,6581.6916,4.401,0.45932226,65.960142,2.6405761,85.194564,815.79562,0.5905,1,,,,0.00010353445,132.29086,17778.157,3.0575794,0
41155946.95,,5905,,137.403,0.065,0.0000091,138.30088,2.4785832,422.98611,1.056,3807.0762,2.415,6916.6779,7.766,0.088079345,68.350264,2.7705606,85.018732,830.79562,1.042,1,,,,0.00010495695,131.92028,19127.134,3.0584484,0
41156454.77,,5905,,137.408,0.065,0.0000091,138.44097,2.6275913,420.49713,0.5075,3813.2776,2.416,6904.5814,3.731,3.4488448,66.955696,2.6473834,85.354781,834.10398,0.5041,1,,,,0.00010681983,136.70053,19165.902,3.0373749,0
41156949.69,,5905,,137.403,0.065,0.0000091,138.43442,2.5939232,420.49091,0.5864,3813.0798,2.416,6904.3379,4.311,0.48441898,66.735073,2.6288909,85.404686,834.07066,0.5825,1,,,,0.00010715393,133.91139,19164.087,3.0374738,0
41158218.3,,5905,,142.659,0.065,0.0000091,143.59142,2.5688501,436.18729,1.086,4044.1507,2.452,7250.8014,7.981,0.081907357,69.063709,2.7528164,85.235942,849.24754,1.079,1,,,,0.00010869696,133.47015,20618.496,3.0376974,0
41158729.44,,5905,,142.662,0.065,0.0000091,143.73088,2.719382,433.81225,0.5241,4050.3937,2.453,7239.5842,3.853,1.2501109,67.615446,2.6255156,85.582373,852.4435,0.5243,1,,,,0.00011071675,138.12742,20658.566,3.0182258,0
41159230.91,,5905,,142.66,0.065,0.0000091,143.72428,2.6859428,433.34148,0.5729,4050.2123,2.453,7235.9419,4.212,0.52793073,67.465441,2.6057182,85.652429,852.87584,0.5737,1,,,,0.0001108813,135.23089,20656.669,3.0150888,0
41160446.14,,5905,,148.122,0.065,0.0000091,149.06727,2.6659436,449.83142,1.343,4288.415,2.481,7595.3712,9.871,0.054050449,70.033323,2.7556669,85.392074,867.75205,1.344,1,,,,0.00011211982,134.93088,22221.052,3.0176404,0
